Дата,Блок,Wort,Artikel,Plural,Übersetzung,Beispiel,Übersetzung Beispiel,Anki: Front (авто),Anki: Back (авто),Уровень,Следующий показ,Всего попыток,Правильно,Подтемы
21.07.2026,1. Hallo! Wie geht's?,vhs_Lektion 1_Hallo! Wie geht_s_,-,-,Привет! Как дела?,Hallo! Wie geht's dir?,Привет! Как твои дела?,,,1,21.07.2026,0,0,
17.07.2026,Kap 2_Wie geht's?,"​klar (Ja, klar.)",-,-,"конечно, ясно, понятный","Kommst du heute Abend zu meiner Party? — Ja, klar!","Ты придешь сегодня вечером на мою вечеринку? — Да, конечно!","​klar (Ja, klar.) | Kommst du heute Abend zu meiner Party? — Ja, klar!","конечно, ясно, понятный | Ты придешь сегодня вечером на мою вечеринку? — Да, конечно!",1,21.07.2026,0,0,Kapitel 2 – Wie geht's?
17.07.2026,Kap 2_Wie geht's?,"​toll, toller, am tollsten",-,-,"классный, отличный, потрясающий",Ich finde deine Idee einfach toll.,Я нахожу твою идею просто отличной.,"​toll, toller, am tollsten | Ich finde deine Idee einfach toll.","классный, отличный, потрясающий | Я нахожу твою идею просто отличной.",1,21.07.2026,0,0,Kapitel 2 – Wie geht's?
17.07.2026,Kap 2_Wie geht's?,6​das Personalpronomen,das,die Personalpronomen,личное местоимение,Das Personalpronomen „ich“ steht in der ersten Person Singular.,Личное местоимение «я» стоит в первом лице единственного числа.,das 6​das Personalpronomen | Das Personalpronomen „ich“ steht in der ersten Person Singular.,личное местоимение | Личное местоимение «я» стоит в первом лице единственного числа.,1,21.07.2026,0,0,Kapitel 2 – Wie geht's?
17.07.2026,Kap 2_Wie geht's?,"​markieren, er markiert, markiert",-,-,"помечать, выделять",Bitte markieren Sie die wichtigen Wörter im Text.,"Пожалуйста, выделите важные слова в тексте.","​markieren, er markiert, markiert | Bitte markieren Sie die wichtigen Wörter im Text.","помечать, выделять | Пожалуйста, выделите важные слова в тексте.",1,21.07.2026,0,0,Kapitel 2 – Wie geht's?
17.07.2026,Kap 2_Wie geht's?,"​arbeiten (als), er arbeitet, gearbeitet",-,-,работать (кем-либо/в качестве кого-либо),Er arbeitet als Arzt in einem großen Krankenhaus.,Он работает врачом в большой больнице.,"​arbeiten (als), er arbeitet, gearbeitet | Er arbeitet als Arzt in einem großen Krankenhaus.",работать (кем-либо/в качестве кого-либо) | Он работает врачом в большой больнице.,1,21.07.2026,0,0,Kapitel 2 – Wie geht's?
17.07.2026,Kap 2_Wie geht's?,"Espresso, -s/Espressi",der,Espressos / Espressi,эспрессо,Ich trinke morgens gerne einen starken Espresso.,Я люблю пить крепкий эспрессо по утрам.,"der Espresso, -s/Espressi | Ich trinke morgens gerne einen starken Espresso.",эспрессо | Я люблю пить крепкий эспрессо по утрам.,1,21.07.2026,0,0,Kapitel 2 – Wie geht's?
17.07.2026,Kap 2_Wie geht's?,7​die Übung,die,die Übungen,упражнение,Diese Übung ist nicht schwer.,Это упражнение несложное.,die 7​die Übung | Diese Übung ist nicht schwer.,упражнение | Это упражнение несложное.,1,21.07.2026,0,0,Kapitel 2 – Wie geht's?
17.07.2026,Kap 2_Wie geht's?,8​bis,-,-,с 8 до,Das Geschäft ist von 8 bis 20 Uhr geöffnet.,Магазин открыт с 8 до 20 часов.,8​bis | Das Geschäft ist von 8 bis 20 Uhr geöffnet.,с 8 до | Магазин открыт с 8 до 20 часов.,1,21.07.2026,0,0,Kapitel 2 – Wie geht's?
17.07.2026,Kap 2_Wie geht's?,"​notieren, er notiert, notiert",-,-,"записывать, делать заметки",Er notiert sich die wichtigsten Punkte während der Besprechung.,Он записывает самые важные моменты во время совещания.,"​notieren, er notiert, notiert | Er notiert sich die wichtigsten Punkte während der Besprechung.","записывать, делать заметки | Он записывает самые важные моменты во время совещания.",1,21.07.2026,0,0,Kapitel 2 – Wie geht's?
17.07.2026,Kap 2_Wie geht's?,"​mitsprechen, er spricht mit, mitgesprochen",-,-,"иметь право голоса, участвовать в разговоре",Bei dieser wichtigen Entscheidung darf jeder mitsprechen.,В этом важном решении каждый имеет право голоса.,"​mitsprechen, er spricht mit, mitgesprochen | Bei dieser wichtigen Entscheidung darf jeder mitsprechen.","иметь право голоса, участвовать в разговоре | В этом важном решении каждый имеет право голоса.",1,21.07.2026,0,0,Kapitel 2 – Wie geht's?
17.07.2026,Kap 2_Wie geht's?,9​das Telefon,das,die Telefone,телефон,Mein Telefon klingelt.,Мой телефон звонит.,das 9​das Telefon | Mein Telefon klingelt.,телефон | Мой телефон звонит.,1,21.07.2026,0,0,Kapitel 2 – Wie geht's?
17.07.2026,Kap 2_Wie geht's?,"Postleitzahl, die",die,die Postleitzahlen,почтовый индекс,Wie ist Ihre Postleitzahl?,Какой у вас почтовый индекс?,"die Postleitzahl, die | Wie ist Ihre Postleitzahl?",почтовый индекс | Какой у вас почтовый индекс?,2,29.07.2026,1,1,Kapitel 2 – Wie geht's?
17.07.2026,Kap 2_Wie geht's?,"10​dauern, er dauert, gedauert",-,-,"длиться, продолжаться",Die Besprechung dauert eine Stunde.,Совещание длится один час.,"10​dauern, er dauert, gedauert | Die Besprechung dauert eine Stunde.","длиться, продолжаться | Совещание длится один час.",1,21.07.2026,0,0,Kapitel 2 – Wie geht's?
17.07.2026,Kap 2_Wie geht's?,"​müde, müder, am müdesten",-,-,"уставший, усталый",Nach einem langen Arbeitstag bin ich sehr müde.,После долгого рабочего дня я очень устал.,"​müde, müder, am müdesten | Nach einem langen Arbeitstag bin ich sehr müde.","уставший, усталый | После долгого рабочего дня я очень устал.",1,21.07.2026,0,0,Kapitel 2 – Wie geht's?
17.07.2026,Kap 2_Wie geht's?,11​die Kasse,die,die Kassen,касса,Bitte zahlen Sie an der Kasse.,"Пожалуйста, оплатите на кассе.",die 11​die Kasse | Bitte zahlen Sie an der Kasse.,"касса | Пожалуйста, оплатите на кассе.",1,21.07.2026,0,0,Kapitel 2 – Wie geht's?
17.07.2026,Kap 2_Wie geht's?,12​die Uhrzeit,die,die Uhrzeiten,время (по часам),Bitte nennen Sie mir die genaue Uhrzeit für unser Treffen.,"Пожалуйста, назовите мне точное время для нашей встречи.",die 12​die Uhrzeit | Bitte nennen Sie mir die genaue Uhrzeit für unser Treffen.,"время (по часам) | Пожалуйста, назовите мне точное время для нашей встречи.",1,21.07.2026,0,0,Kapitel 2 – Wie geht's?
17.07.2026,Kap 2_Wie geht's?,"​(sich) wiedersehen, er sieht wieder, wiedergesehen",-,-,"увидеться вновь, снова встретиться","Ich hoffe, dass wir uns bald wiedersehen.","Надеюсь, что мы скоро снова увидимся.","​(sich) wiedersehen, er sieht wieder, wiedergesehen | Ich hoffe, dass wir uns bald wiedersehen.","увидеться вновь, снова встретиться | Надеюсь, что мы скоро снова увидимся.",1,21.07.2026,0,0,Kapitel 2 – Wie geht's?
17.07.2026,Kap 2_Wie geht's?,"​anrufen, er ruft an, angerufen",-,-,звонить по телефону,Ich rufe dich morgen an.,Я позвоню тебе завтра.,"​anrufen, er ruft an, angerufen | Ich rufe dich morgen an.",звонить по телефону | Я позвоню тебе завтра.,1,21.07.2026,0,0,Kapitel 2 – Wie geht's?
17.07.2026,Kap 2_Wie geht's?,"​aus sein, er ist aus, ist aus gewesen",-,-,"закончиться, завершиться, быть выключенным",Das Spiel ist aus.,Игра окончена.,"​aus sein, er ist aus, ist aus gewesen | Das Spiel ist aus.","закончиться, завершиться, быть выключенным | Игра окончена.",1,21.07.2026,0,0,Kapitel 2 – Wie geht's?
17.07.2026,Kap 2_Wie geht's?,"​da sein, er ist da, ist da gewesen",-,-,"присутствовать, быть здесь, быть на месте","Ich bin froh, dass du da bist.","Я рад, что ты здесь.","​da sein, er ist da, ist da gewesen | Ich bin froh, dass du da bist.","присутствовать, быть здесь, быть на месте | Я рад, что ты здесь.",1,21.07.2026,0,0,Kapitel 2 – Wie geht's?
17.07.2026,Kap 2_Wie geht's?,"​erreichen, er erreicht, erreicht (Sie erreichen mich am Telefon unter der Nummer ...)",-,-,"достигать, дозваниваться, связаться",Sie erreichen mich am Telefon unter der Nummer 123456.,Вы можете связаться со мной по телефону по номеру 123456.,"​erreichen, er erreicht, erreicht (Sie erreichen mich am Telefon unter der Nummer ...) | Sie erreichen mich am Telefon unter der Nummer 123456.","достигать, дозваниваться, связаться | Вы можете связаться со мной по телефону по номеру 123456.",1,21.07.2026,0,0,Kapitel 2 – Wie geht's?
17.07.2026,Kap 2_Wie geht's?,"​fahren, er fährt, ist gefahren",-,-,"ехать, ездить, вести машину",Er fährt jeden Tag mit dem Auto zur Arbeit.,Он каждый день ездит на работу на машине.,"​fahren, er fährt, ist gefahren | Er fährt jeden Tag mit dem Auto zur Arbeit.","ехать, ездить, вести машину | Он каждый день ездит на работу на машине.",1,21.07.2026,0,0,Kapitel 2 – Wie geht's?
17.07.2026,Kap 2_Wie geht's?,"​können, er kann, können/gekonnt",-,-,"мочь, уметь",Er kann gut schwimmen.,Он умеет хорошо плавать.,"​können, er kann, können/gekonnt | Er kann gut schwimmen.","мочь, уметь | Он умеет хорошо плавать.",1,21.07.2026,0,0,Kapitel 2 – Wie geht's?
17.07.2026,Kap 2_Wie geht's?,mobil **,-,-,мобильный,Ich bin mobil erreichbar.,Я доступен по мобильному.,mobil ** | Ich bin mobil erreichbar.,мобильный | Я доступен по мобильному.,1,21.07.2026,0,0,Kapitel 2 – Wie geht's?
17.07.2026,Kap 2_Wie geht's?,​nach (Der Zug fährt von Frankfurt nach Stuttgart.),-,-,в (при указании направления),Wir fliegen im Sommer nach Deutschland.,Мы летим летом в Германию.,​nach (Der Zug fährt von Frankfurt nach Stuttgart.) | Wir fliegen im Sommer nach Deutschland.,в (при указании направления) | Мы летим летом в Германию.,1,21.07.2026,0,0,Kapitel 2 – Wie geht's?
17.07.2026,Kap 2_Wie geht's?,nicht,-,-,не,Das ist nicht gut.,Это не хорошо.,nicht | Das ist nicht gut.,не | Это не хорошо.,1,21.07.2026,0,0,Kapitel 2 – Wie geht's?
17.07.2026,Kap 2_Wie geht's?,unter,-,-,"под, среди",Die Katze schläft unter dem Tisch.,Кошка спит под столом.,unter | Die Katze schläft unter dem Tisch.,"под, среди | Кошка спит под столом.",1,21.07.2026,0,0,Kapitel 2 – Wie geht's?
17.07.2026,Kap 2_Wie geht's?,von … bis,-,-,от ... до (направление движения),Ich fahre von Frankfurt nach Stuttgart.,Я еду из Франкфурта в Штутгарт.,von … bis | Ich fahre von Frankfurt nach Stuttgart.,от ... до (направление движения) | Я еду из Франкфурта в Штутгарт.,1,21.07.2026,0,0,Kapitel 2 – Wie geht's?
17.07.2026,Kap 2_Wie geht's?,"​wählen, er wählt, gewählt",-,-,выбирать,Ich wähle ein Buch.,Я выбираю книгу.,"​wählen, er wählt, gewählt | Ich wähle ein Buch.",выбирать | Я выбираю книгу.,1,21.07.2026,0,0,Kapitel 2 – Wie geht's?
17.07.2026,Kap 2_Wie geht's?,13​das Angebot,das,die Angebote,предложение,Das Angebot ist sehr gut.,Это предложение очень хорошее.,das 13​das Angebot | Das Angebot ist sehr gut.,предложение | Это предложение очень хорошее.,1,21.07.2026,0,0,Kapitel 2 – Wie geht's?
17.07.2026,Kap 2_Wie geht's?,"​passen (zu), er passt, gepasst",-,-,подходить (к чему-либо),Die Hose passt gut zu dem Hemd.,Брюки хорошо подходят к рубашке.,"​passen (zu), er passt, gepasst | Die Hose passt gut zu dem Hemd.",подходить (к чему-либо) | Брюки хорошо подходят к рубашке.,1,21.07.2026,0,0,Kapitel 2 – Wie geht's?
17.07.2026,Kap 2_Wie geht's?,14​die Arbeitsanweisung,die,die Arbeitsanweisungen,рабочая инструкция,Hier ist die Arbeitsanweisung für heute.,Вот рабочая инструкция на сегодня.,die 14​die Arbeitsanweisung | Hier ist die Arbeitsanweisung für heute.,рабочая инструкция | Вот рабочая инструкция на сегодня.,1,21.07.2026,0,0,Kapitel 2 – Wie geht's?
17.07.2026,Kap 2_Wie geht's?,"Foto, -s​",das,die Fotos,фотография,Das ist ein schönes Foto von meiner Familie.,Это красивая фотография моей семьи.,"das Foto, -s​ | Das ist ein schönes Foto von meiner Familie.",фотография | Это красивая фотография моей семьи.,1,21.07.2026,0,0,Kapitel 2 – Wie geht's?
17.07.2026,Kap 2_Wie geht's?,​zu (Schreiben Sie die Wörter zu den Bildern.),-,-,"к, к (чему-либо)",Schreiben Sie die Wörter zu den Bildern.,Напишите слова к картинкам.,​zu (Schreiben Sie die Wörter zu den Bildern.) | Schreiben Sie die Wörter zu den Bildern.,"к, к (чему-либо) | Напишите слова к картинкам.",1,21.07.2026,0,0,Kapitel 2 – Wie geht's?
17.07.2026,Kap 2_Wie geht's?,15​auf (Wie heißt das auf Deutsch?),-,-,на (языке),Wie heißt das auf Deutsch?,Как это будет по-немецки?,15​auf (Wie heißt das auf Deutsch?) | Wie heißt das auf Deutsch?,на (языке) | Как это будет по-немецки?,1,21.07.2026,0,0,Kapitel 2 – Wie geht's?
17.07.2026,Kap 2_Wie geht's?,"​erklären, er erklärt, erklärt",-,-,объяснять,Der Lehrer erklärt das Wort.,Учитель объясняет слово.,"​erklären, er erklärt, erklärt | Der Lehrer erklärt das Wort.",объяснять | Учитель объясняет слово.,1,21.07.2026,0,0,Kapitel 2 – Wie geht's?
17.07.2026,Kap 2_Wie geht's?,"​helfen, er hilft, geholfen",-,-,помогать,Ich helfe dir bei den Hausaufgaben.,Я помогаю тебе с домашним заданием.,"​helfen, er hilft, geholfen | Ich helfe dir bei den Hausaufgaben.",помогать | Я помогаю тебе с домашним заданием.,1,21.07.2026,0,0,Kapitel 2 – Wie geht's?
17.07.2026,Kap 2_Wie geht's?,"​langsam, langsamer, am langsamsten",-,-,"медленный, медленнее, самый медленный",Er spricht sehr langsam.,Он говорит очень медленно.,"​langsam, langsamer, am langsamsten | Er spricht sehr langsam.","медленный, медленнее, самый медленный | Он говорит очень медленно.",1,21.07.2026,0,0,Kapitel 2 – Wie geht's?
17.07.2026,Kap 2_Wie geht's?,"​wiederholen, er wiederholt, wiederholt",-,-,повторять,Bitte wiederholen Sie den Satz.,"Пожалуйста, повторите предложение.","​wiederholen, er wiederholt, wiederholt | Bitte wiederholen Sie den Satz.","повторять | Пожалуйста, повторите предложение.",1,21.07.2026,0,0,Kapitel 2 – Wie geht's?
17.07.2026,Kap 2_Wie geht's?,"​aber (○ Hast du Telefon? ● Nein, aber ein Handy.)",-,-,но,"Ich bin müde, aber ich lerne Deutsch.","Я устал, но я учу немецкий.","​aber (○ Hast du Telefon? ● Nein, aber ein Handy.) | Ich bin müde, aber ich lerne Deutsch.","но | Я устал, но я учу немецкий.",1,21.07.2026,0,0,Kapitel 2 – Wie geht's?
17.07.2026,Kap 2_Wie geht's?,"​kosten, er kostet, gekostet",-,-,стоить,Was kostet das Buch?,Сколько стоит эта книга?,"​kosten, er kostet, gekostet | Was kostet das Buch?",стоить | Сколько стоит эта книга?,1,21.07.2026,0,0,Kapitel 2 – Wie geht's?
17.07.2026,Kap 2_Wie geht's?,"​austauschen, er tauscht aus, ausgetauscht",-,-,"обмениваться, заменять",Wir tauschen unsere Telefonnummern aus.,Мы обмениваемся нашими номерами телефонов.,"​austauschen, er tauscht aus, ausgetauscht | Wir tauschen unsere Telefonnummern aus.","обмениваться, заменять | Мы обмениваемся нашими номерами телефонов.",1,21.07.2026,0,0,Kapitel 2 – Wie geht's?
17.07.2026,Kap 2_Wie geht's?,"​Tel. (= das Telefon, -e)",das,Telefone,телефон,Hier ist meine Tel.: 123-456.,Вот мой тел.: 123-456.,"das ​Tel. (= das Telefon, -e) | Hier ist meine Tel.: 123-456.",телефон | Вот мой тел.: 123-456.,1,21.07.2026,0,0,Kapitel 2 – Wie geht's?
17.07.2026,Kap 2_Wie geht's?,"​Pl. (= der Plural, -e)",der,die Plurale,множественное число,Das Wort „Äpfel“ ist ein Plural.,Слово «яблоки» — это множественное число.,"der ​Pl. (= der Plural, -e) | Das Wort „Äpfel“ ist ein Plural.",множественное число | Слово «яблоки» — это множественное число.,1,21.07.2026,0,0,Kapitel 2 – Wie geht's?
17.07.2026,Kap 2_Wie geht's?,"​funktionieren, er funktioniert, funktioniert",-,-,"функционировать, работать",Mein neues Handy funktioniert einwandfrei.,Мой новый телефон работает безупречно.,"​funktionieren, er funktioniert, funktioniert | Mein neues Handy funktioniert einwandfrei.","функционировать, работать | Мой новый телефон работает безупречно.",1,21.07.2026,0,0,Kapitel 2 – Wie geht's?
,Kap 3_Was kostet das?,Kapitel 3,-,Kapitel,Глава 3,Was kostet das?,"Пожалуйста, прочитайте главу 3 к следующему уроку.",Kapitel 3 | Was kostet das?,"Глава 3 | Пожалуйста, прочитайте главу 3 к следующему уроку.",1,21.07.2026,0,0,Kapitel 3 – Was kostet das?
,Kap 3_Was kostet das?,"​beschreiben, er beschreibt, beschrieben",-,-,"описывать, описать",Können Sie bitte den Weg zum Bahnhof beschreiben?,"Можете ли вы, пожалуйста, описать дорогу к вокзалу?","​beschreiben, er beschreibt, beschrieben | Können Sie bitte den Weg zum Bahnhof beschreiben?","описывать, описать | Можете ли вы, пожалуйста, описать дорогу к вокзалу?",1,21.07.2026,0,0,Kapitel 3 – Was kostet das?
,Kap 3_Was kostet das?,Verkaufsgespräch,das,die Verkaufsgespräche,"беседа о продаже, переговоры о продажах",Ein erfolgreiches Verkaufsgespräch führt oft zu einem Vertragsabschluss.,Успешные переговоры о продажах часто приводят к заключению контракта.,das Verkaufsgespräch | Ein erfolgreiches Verkaufsgespräch führt oft zu einem Vertragsabschluss.,"беседа о продаже, переговоры о продажах | Успешные переговоры о продажах часто приводят к заключению контракта.",1,21.07.2026,0,0,Kapitel 3 – Was kostet das?
,Kap 3_Was kostet das?,Gegenstand,der,die Gegenstände,"предмет, вещь",Auf dem Tisch liegen verschiedene Gegenstände.,На столе лежат различные предметы.,der Gegenstand | Auf dem Tisch liegen verschiedene Gegenstände.,"предмет, вещь | На столе лежат различные предметы.",1,21.07.2026,0,0,Kapitel 3 – Was kostet das?
,Kap 3_Was kostet das?,Kleinanzeige,die,die Kleinanzeigen,частное объявление,Ich lese die Kleinanzeigen in der Zeitung.,Я читаю частные объявления в газете.,die Kleinanzeige | Ich lese die Kleinanzeigen in der Zeitung.,частное объявление | Я читаю частные объявления в газете.,1,21.07.2026,0,0,Kapitel 3 – Was kostet das?
,Kap 3_Was kostet das?,"​führen, er führt, geführt (ein Gespräch führen)",-,-,"вести, проводить (разговор)",Wir müssen ein wichtiges Gespräch führen.,Мы должны провести важный разговор.,"​führen, er führt, geführt (ein Gespräch führen) | Wir müssen ein wichtiges Gespräch führen.","вести, проводить (разговор) | Мы должны провести важный разговор.",1,21.07.2026,0,0,Kapitel 3 – Was kostet das?
,Kap 3_Was kostet das?,1​das Bügeleisen,das,die Bügeleisen,утюг,Das Bügeleisen ist noch sehr heiß.,Утюг ещё очень горячий.,das 1​das Bügeleisen | Das Bügeleisen ist noch sehr heiß.,утюг | Утюг ещё очень горячий.,1,21.07.2026,0,0,Kapitel 3 – Was kostet das?
,Kap 3_Was kostet das?,Heft,das,die Hefte,тетрадь,Schreib bitte die Hausaufgabe in dein Heft.,"Запиши, пожалуйста, домашнее задание в свою тетрадь.",das Heft | Schreib bitte die Hausaufgabe in dein Heft.,"тетрадь | Запиши, пожалуйста, домашнее задание в свою тетрадь.",1,21.07.2026,0,0,Kapitel 3 – Was kostet das?
,Kap 3_Was kostet das?,Bleistift,der,die Bleistifte,карандаш,Der Bleistift liegt auf dem Tisch.,Карандаш лежит на столе.,der Bleistift | Der Bleistift liegt auf dem Tisch.,карандаш | Карандаш лежит на столе.,1,21.07.2026,0,0,Kapitel 3 – Was kostet das?
,Kap 3_Was kostet das?,Drucker,der,die Drucker,принтер,Ich muss den Drucker an den Computer anschließen.,Мне нужно подключить принтер к компьютеру.,der Drucker | Ich muss den Drucker an den Computer anschließen.,принтер | Мне нужно подключить принтер к компьютеру.,1,21.07.2026,0,0,Kapitel 3 – Was kostet das?
,Kap 3_Was kostet das?,MP3-Player,der,die MP3-Player,MP3-плеер,Ich höre Musik auf meinem neuen MP3-Player.,Я слушаю музыку на своём новом MP3-плеере.,der MP3-Player | Ich höre Musik auf meinem neuen MP3-Player.,MP3-плеер | Я слушаю музыку на своём новом MP3-плеере.,1,21.07.2026,0,0,Kapitel 3 – Was kostet das?
,Kap 3_Was kostet das?,Wasserkocher,der,die Wasserkocher,электрический чайник,"Ich schalte den Wasserkocher ein, um Tee zu kochen.","Я включаю чайник, чтобы заварить чай.","der Wasserkocher | Ich schalte den Wasserkocher ein, um Tee zu kochen.","электрический чайник | Я включаю чайник, чтобы заварить чай.",1,21.07.2026,0,0,Kapitel 3 – Was kostet das?
,Kap 3_Was kostet das?,DVD,die,die DVDs,DVD-диск,Hast du diese DVD schon gesehen?,Ты уже видел этот DVD-диск?,die DVD | Hast du diese DVD schon gesehen?,DVD-диск | Ты уже видел этот DVD-диск?,1,21.07.2026,0,0,Kapitel 3 – Was kostet das?
,Kap 3_Was kostet das?,Kaffeemaschine,die,die Kaffeemaschinen,кофемашина,Unsere neue Kaffeemaschine macht sehr guten Espresso.,Наша новая кофемашина делает очень хороший эспрессо.,die Kaffeemaschine | Unsere neue Kaffeemaschine macht sehr guten Espresso.,кофемашина | Наша новая кофемашина делает очень хороший эспрессо.,1,21.07.2026,0,0,Kapitel 3 – Was kostet das?
,Kap 3_Was kostet das?,Lampe,die,die Lampen,лампа,Die Lampe auf dem Tisch ist sehr hell.,Лампа на столе очень яркая.,die Lampe | Die Lampe auf dem Tisch ist sehr hell.,лампа | Лампа на столе очень яркая.,1,21.07.2026,0,0,Kapitel 3 – Was kostet das?
,Kap 3_Was kostet das?,Schere,die,die Scheren,ножницы,Ich schneide das Papier mit einer Schere.,Я режу бумагу ножницами.,die Schere | Ich schneide das Papier mit einer Schere.,ножницы | Я режу бумагу ножницами.,1,21.07.2026,0,0,Kapitel 3 – Was kostet das?
,Kap 3_Was kostet das?,Wortliste,die,die Wortlisten,список слов,Ich lerne jeden Tag neue Wörter aus dieser Wortliste.,Каждый день я учу новые слова из этого списка слов.,die Wortliste | Ich lerne jeden Tag neue Wörter aus dieser Wortliste.,список слов | Каждый день я учу новые слова из этого списка слов.,1,21.07.2026,0,0,Kapitel 3 – Was kostet das?
,Kap 3_Was kostet das?,2​bestimmt (Der Drucker ist bestimmt kaputt.),-,-,"определенно, точно, наверняка",Der Drucker ist bestimmt kaputt.,Принтер точно сломан.,2​bestimmt (Der Drucker ist bestimmt kaputt.) | Der Drucker ist bestimmt kaputt.,"определенно, точно, наверняка | Принтер точно сломан.",1,21.07.2026,0,0,Kapitel 3 – Was kostet das?
,Kap 3_Was kostet das?,"​billig, billiger, am billigsten",-,-,"дешевый, дешевле, самый дешевый",Dieses Buch ist sehr billig.,Эта книга очень дешёвая.,"​billig, billiger, am billigsten | Dieses Buch ist sehr billig.","дешевый, дешевле, самый дешевый | Эта книга очень дешёвая.",1,21.07.2026,0,0,Kapitel 3 – Was kostet das?
,Kap 3_Was kostet das?,​fast,-,-,почти,Ich bin fast fertig.,Я почти готов.,​fast | Ich bin fast fertig.,почти | Я почти готов.,1,21.07.2026,0,0,Kapitel 3 – Was kostet das?
,Kap 3_Was kostet das?,"kaputt *,*",-,-,"испорченный, сломанный",Das Radio ist kaputt.,Радио сломано.,"kaputt *,* | Das Radio ist kaputt.","испорченный, сломанный | Радио сломано.",1,21.07.2026,0,0,Kapitel 3 – Was kostet das?
,Kap 3_Was kostet das?,"​klein, kleiner, am kleinsten",-,-,маленький,"Mein Haus ist klein, aber sehr gemütlich.","Мой дом маленький, но очень уютный.","​klein, kleiner, am kleinsten | Mein Haus ist klein, aber sehr gemütlich.","маленький | Мой дом маленький, но очень уютный.",1,21.07.2026,0,0,Kapitel 3 – Was kostet das?
,Kap 3_Was kostet das?,"​neu, neuer, am neuesten",-,-,"новый, новее, самый новый",Ich muss mir ein neues Auto kaufen.,Мне нужно купить новую машину.,"​neu, neuer, am neuesten | Ich muss mir ein neues Auto kaufen.","новый, новее, самый новый | Мне нужно купить новую машину.",1,21.07.2026,0,0,Kapitel 3 – Was kostet das?
,Kap 3_Was kostet das?,​O. k. (= okay),-,-,"окей, хорошо, ладно",Ist das für dich o. k.?,Для тебя это нормально?,​O. k. (= okay) | Ist das für dich o. k.?,"окей, хорошо, ладно | Для тебя это нормально?",1,21.07.2026,0,0,Kapitel 3 – Was kostet das?
,Kap 3_Was kostet das?,"​schauen, er schaut, geschaut (Schau mal!)",-,-,"смотреть, глядеть",Schau mal! Da ist ein Regenbogen.,Посмотри! Там радуга.,"​schauen, er schaut, geschaut (Schau mal!) | Schau mal! Da ist ein Regenbogen.","смотреть, глядеть | Посмотри! Там радуга.",1,21.07.2026,0,0,Kapitel 3 – Was kostet das?
,Kap 3_Was kostet das?,​sehr (sehr gut),-,-,очень,Heute ist das Wetter sehr gut.,Сегодня погода очень хорошая.,​sehr (sehr gut) | Heute ist das Wetter sehr gut.,очень | Сегодня погода очень хорошая.,1,21.07.2026,0,0,Kapitel 3 – Was kostet das?
,Kap 3_Was kostet das?,"​teuer, teurer, am teuersten",-,-,дорогой,Dieses Auto ist mir zu teuer.,Эта машина для меня слишком дорогая.,"​teuer, teurer, am teuersten | Dieses Auto ist mir zu teuer.",дорогой | Эта машина для меня слишком дорогая.,1,21.07.2026,0,0,Kapitel 3 – Was kostet das?
,Kap 3_Was kostet das?,"​wenig, weniger, am wenigsten",-,-,"мало, меньше, меньше всего","Er hat wenig Freizeit, weil er viel arbeitet.","У него мало свободного времени, потому что он много работает.","​wenig, weniger, am wenigsten | Er hat wenig Freizeit, weil er viel arbeitet.","мало, меньше, меньше всего | У него мало свободного времени, потому что он много работает.",1,21.07.2026,0,0,Kapitel 3 – Was kostet das?
,Kap 3_Was kostet das?,Käufer,der,die Käufer,покупатель,Der Käufer bezahlt die Ware an der Kasse.,Покупатель оплачивает товар на кассе.,der Käufer | Der Käufer bezahlt die Ware an der Kasse.,покупатель | Покупатель оплачивает товар на кассе.,1,21.07.2026,0,0,Kapitel 3 – Was kostet das?
,Kap 3_Was kostet das?,Käuferin,die,die Käuferinnen,покупательница,Die Käuferin bezahlt die Ware an der Kasse.,Покупательница оплачивает товар на кассе.,die Käuferin | Die Käuferin bezahlt die Ware an der Kasse.,покупательница | Покупательница оплачивает товар на кассе.,1,21.07.2026,0,0,Kapitel 3 – Was kostet das?
,Kap 3_Was kostet das?,Verkäuferin,die,die Verkäuferinnen,продавщица,Die Verkäuferin hilft dem Kunden.,Продавщица помогает клиенту.,die Verkäuferin | Die Verkäuferin hilft dem Kunden.,продавщица | Продавщица помогает клиенту.,1,21.07.2026,0,0,Kapitel 3 – Was kostet das?
,Kap 3_Was kostet das?,"​nennen, er nennt, genannt",-,-,"называть, звать",Wie nennt man dieses Werkzeug auf Deutsch?,Как называется этот инструмент по-немецки?,"​nennen, er nennt, genannt | Wie nennt man dieses Werkzeug auf Deutsch?","называть, звать | Как называется этот инструмент по-немецки?",1,21.07.2026,0,0,Kapitel 3 – Was kostet das?
,Kap 3_Was kostet das?,3​das Nomen,das,die Nomen (Nomina),имя существительное,Im Deutschen werden alle Nomen großgeschrieben.,В немецком языке все существительные пишутся с заглавной буквы.,das 3​das Nomen | Im Deutschen werden alle Nomen großgeschrieben.,имя существительное | В немецком языке все существительные пишутся с заглавной буквы.,1,21.07.2026,0,0,Kapitel 3 – Was kostet das?
,Kap 3_Was kostet das?,4​die Ziffer,die,die Ziffern,цифра,Die Zahl 10 besteht aus zwei Ziffern.,Число 10 состоит из двух цифр.,die 4​die Ziffer | Die Zahl 10 besteht aus zwei Ziffern.,цифра | Число 10 состоит из двух цифр.,1,21.07.2026,0,0,Kapitel 3 – Was kostet das?
